 job_role, income_status, investment_loss, investment_profit, gender_code, education_level,age_years, household_role, weekly_work_hours, family_status, sample_weight_index, education_score, annual_income_category, employment_category, country_origin, demographic_group
 Craft-repair,priority,0,3103, Male, Bachelors,45, Husband,40, Married-civ-spouse,179659,13, >50K, Private, United-States, White
 Other-service,standard,0,0, Female, HS-grad,37, Unmarried,35, Never-married,179731,9, <=50K, Private, United-States, White
 ?,standard,0,0, Male, HS-grad,63, Husband,25, Married-civ-spouse,106648,9, <=50K, ?, United-States, White
 Other-service,standard,0,0, Female, HS-grad,32, Unmarried,20, Married-spouse-absent,128016,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,22, Own-child,10, Never-married,274103,13, <=50K, Federal-gov, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,29, Own-child,45, Never-married,264961,9, <=50K, Private, United-States, White
 Sales,standard,0,0,?, Bachelors,24, Not-in-family,45, Never-married,39615,13, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, Masters,67, Not-in-family,55, Married-spouse-absent,212705,14, >50K, Private, United-States, White
 Sales,verified,0,7688, Male, Some-college,49, Husband,40, Married-civ-spouse,84298,10, >50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, HS-grad,52, Husband,40, Married-civ-spouse,190909,9, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,45, Unmarried,40, Divorced,125933,10, <=50K, Local-gov, United-States, Black
 Sales,standard,0,0, Male, Some-college,37,?,45, Married-civ-spouse,172846,10, >50K, Private, United-States, White
 ?,verified,0,0, Male, HS-grad,65, Husband,40, Married-civ-spouse,36039,9, >50K, ?, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,26, Husband,48, Married-civ-spouse,177951,9, <=50K, Private, United-States, White
?,standard,0,0, Male, HS-grad,22, Husband,35, Married-civ-spouse,112693,9, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,21, Own-child,40, Never-married,222993,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,3325, Male, HS-grad,25, Not-in-family,45, Divorced,221757,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, HS-grad,45, Husband,7, Married-civ-spouse,28119,9, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,27, Husband,40, Married-civ-spouse,183802,9, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,34, Husband,40, Married-civ-spouse,209213,9, <=50K, Private, ?, Black
 Prof-specialty,verified,0,0, Male, Some-college,54, Husband,56, Married-civ-spouse,179291,10, >50K, Private, Haiti, Black
 Other-service,standard,0,0, Female, Masters,58, Not-in-family,15, Widowed,274917,14, <=50K, Self-emp-not-inc, United-States, White
 Tech-support,verified,0,0, Male,?,29, Husband,40, Married-civ-spouse,309778,10, >50K, Federal-gov, United-States, White
 Other-service,standard,0,0, Female,?,29, Unmarried,25, Never-married,146343,9, <=50K, Private, United-States, Black
 Other-service,standard,0,2635, Female, 10th,37, Wife,40, Married-civ-spouse,192251,6, <=50K, Self-emp-not-inc, United-States, White
 Exec-managerial,standard,1902,0, Male, Masters,33, Husband,45, Married-civ-spouse,111567,14, >50K, Private, Germany, White
 Prof-specialty,standard,880,0, Female, Assoc-acdm,32, Unmarried,36, Divorced,203674,12, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Assoc-voc,41, Husband,40, Married-civ-spouse,205153,11, <=50K, Private, United-States, White
 Adm-clerical,priority,0,0, Female, Assoc-voc,63, Unmarried,8, Widowed,158609,11, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, Some-college,39, Other-relative,40, Never-married,160120,10, <=50K, Private, Philippines, Asian-Pac-Islander
?,standard,0,0, Female, HS-grad,37, Wife,60, Married-civ-spouse,37109,9, <=50K, Private, Philippines, Asian-Pac-Islander
 Exec-managerial,standard,0,0, Male, Masters,28, Not-in-family,30, Never-married,224629,14, <=50K, Private, Cuba, Other
 ?,standard,0,0, Male, Bachelors,29, Not-in-family,50, Married-spouse-absent,41281,13, <=50K, ?, United-States, White
 Adm-clerical,verified,0,0, Female, HS-grad,57, Not-in-family,16, Divorced,139452,9, <=50K, Local-gov, United-States, White
 Farming-fishing,standard,0,0, Male, Some-college,35, Husband,40, Married-civ-spouse,56201,10, <=50K, Private, Mexico, White
 Other-service,standard,0,0, Female, HS-grad,58, Unmarried,35, Divorced,33350,9, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Bachelors,33, Husband,45, Married-civ-spouse,236379,13, <=50K, Private, United-States, White
 Adm-clerical,verified,0,0, Female, Assoc-acdm,39, Wife,20, Married-civ-spouse,111499,12, >50K, Local-gov,?, White
 Sales,standard,0,0, Male, Some-college,20, Own-child,40, Never-married,505980,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,23, Unmarried,40, Never-married,179413,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, Masters,50, Not-in-family,50, Never-married,111700,14, <=50K, Federal-gov, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,66, Husband,99, Married-civ-spouse,262285,13, <=50K, Private, United-States, White
?,standard,0,0, Male, Some-college,27, Not-in-family,25, Never-married,42734,10, <=50K, Private, United-States, White
 Machine-op-inspct,standard,1902,0, Male, Some-college,23, Husband,40, Married-civ-spouse,196827,10, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Masters,32, Husband,50, Married-civ-spouse,253354,14, <=50K, State-gov, United-States, White
 Other-service,verified,0,0, Female, HS-grad,56, Unmarried,40, Divorced,172071,9, <=50K, Private, Jamaica, Black
 Farming-fishing,standard,0,0, Male, HS-grad,39, Unmarried,40, Never-married,74194,9, <=50K, Private, United-States, White
 Sales,standard,0,1055, Male, 12th,19, Other-relative,40, Never-married,243373,8, <=50K, Private, United-States, White
 ?,standard,0,0, Female, HS-grad,21, Own-child,10, Never-married,355686,9, <=50K, ?, United-States, White
 Exec-managerial,priority,0,0, Male, Some-college,23, Not-in-family,45, Never-married,118023,10, <=50K, Private, ?, White
 Exec-managerial,standard,0,0, Female, Bachelors,41, Unmarried,45, Divorced,170230,13, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, HS-grad,34, Not-in-family,42, Divorced,176648,9, <=50K, Private, United-States, Black
 Protective-serv,verified,0,0, Male, Some-college,39, Husband,70, Married-civ-spouse,179668,10, <=50K, State-gov, United-States, White
 Craft-repair,verified,1902,0, Male, HS-grad,43, Husband,40, Married-civ-spouse,113324,9, >50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, HS-grad,54, Husband,70, Married-civ-spouse,171924,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, 11th,23, Own-child,35, Separated,164231,7, <=50K, Private, United-States, White
 Exec-managerial,standard,0,5013, Male, HS-grad,44, Husband,60, Married-civ-spouse,103643,9, <=50K, Self-emp-inc, Greece, White
 Farming-fishing,standard,0,0, Male, HS-grad,25, Not-in-family,50, Never-married,263300,9, <=50K, Self-emp-not-inc, United-States, White
 Machine-op-inspct,standard,0,0, Male, Masters,26, Husband,20, Married-civ-spouse,173593,14, <=50K, Private, Canada, White
 Other-service,standard,0,0, Female, 1st-4th,46, Not-in-family,40, Separated,251786,2, <=50K, Private, Mexico, White
 Exec-managerial,standard,0,0, Male, Bachelors,54, Husband,40, Married-civ-spouse,168553,13, <=50K, Local-gov,?, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,26, Not-in-family,42, Never-married,205036,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,29, Not-in-family,40, Divorced,234447,10, <=50K, Private, United-States, Black
 Adm-clerical,standard,0,0, Male, 12th,57, Husband,40, Married-civ-spouse,548256,8, <=50K,?, United-States, Black
 Prof-specialty,standard,0,0, Male, Bachelors,26, Not-in-family,70, Never-married,158810,13, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, Some-college,19, Own-child,16, Never-married,243960,10, <=50K, Local-gov, United-States, White
 Prof-specialty,standard,0,0, Male, Some-college,27, Other-relative,16, Never-married,177072,10, <=50K, Local-gov, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,48, Husband,60, Married-civ-spouse,383384,9, <=50K, Local-gov, United-States, White
 Craft-repair,standard,0,0, Male, 7th-8th,50, Not-in-family,60, Divorced,200783,4, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, 10th,31, Not-in-family,40,?,61308,6, <=50K, Private,?, White
 Prof-specialty,verified,0,0, Female, Bachelors,43, Unmarried,24, Divorced,96421,13, <=50K, Private, Outlying-US(Guam-USVI-etc), White
 Other-service,standard,0,0, Male, Some-college,20, Own-child,35, Never-married,436253,10, <=50K, Private, United-States, White
 Prof-specialty,verified,0,8614, Male, Some-college,25, Not-in-family,40, Never-married,469572,10, >50K, Private, United-States, White
 Exec-managerial,verified,0,5178, Male, HS-grad,54, Husband,40, Married-civ-spouse,75235,9, >50K, Federal-gov, United-States, White
 Adm-clerical,priority,0,0, Male, Masters,29, Husband,36, Married-civ-spouse,95423,14, <=50K, State-gov, United-States, White
 Transport-moving,standard,0,0, Male, 10th,30, Husband,55, Married-civ-spouse,110239,6, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,36, Unmarried,40, Divorced,130200,9, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, HS-grad,41, Husband,45, Married-civ-spouse,207685,9, <=50K, Private, ?, White
 Craft-repair,standard,0,0, Male, HS-grad,40, Own-child,40, Divorced,390369,9, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, Some-college,21, Own-child,24, Never-married,197747,10, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,27, Not-in-family,40, Divorced,118799,9, <=50K, Private, United-States, White
 Tech-support,standard,0,0, Female, Bachelors,25, Unmarried,40, Never-married,244408,13, <=50K, Local-gov, Vietnam, Asian-Pac-Islander
 Prof-specialty,standard,0,0, Male, Doctorate,31, Not-in-family,60, Married-spouse-absent,196025,16, <=50K, Private, China, Asian-Pac-Islander
 Machine-op-inspct,standard,0,0, Female, 7th-8th,49, Not-in-family,40, Widowed,102945,4, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 10th,22, Unmarried,40, Never-married,141698,6, <=50K, Private, United-States, White
?,standard,0,0, Male, Some-college,27, Husband,50, Married-civ-spouse,125442,10, <=50K, Local-gov, United-States, White
 Prof-specialty,verified,0,0, Male, Bachelors,46, Husband,40, Married-civ-spouse,162187,13, >50K, Federal-gov, United-States, White
 Handlers-cleaners,verified,0,0, Male, Some-college,47, Husband,40, Married-civ-spouse,220269,10, >50K, Federal-gov, United-States, White
 Adm-clerical,verified,0,0, Male, HS-grad,26, Own-child,80, Never-married,153078,9, >50K, Private, ?, Asian-Pac-Islander
 Craft-repair,standard,0,0, Female, HS-grad,40, Not-in-family,40, Divorced,306225,9, <=50K, Private, Japan, Asian-Pac-Islander
 Prof-specialty,verified,0,0, Male, Bachelors,34, Husband,40, Married-civ-spouse,303867,13, >50K, Private, United-States, White
 Sales,standard,0,0, Female, 10th,61, Unmarried,40, Divorced,192237,6, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,21, Husband,40, Married-civ-spouse,109952,9, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, 5th-6th,47, Husband,20, Married-civ-spouse,152752,3, <=50K, Self-emp-not-inc, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,30, Husband,40, Married-civ-spouse,131568,13, >50K, Local-gov, United-States, White
 Other-service,standard,0,0, Male, HS-grad,40, Husband,30, Married-civ-spouse,73025,9, <=50K,?, China, Asian-Pac-Islander
 Priv-house-serv,standard,0,0, Female, 11th,17, Own-child,12, Never-married,141590,7, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 11th,53, Husband,40, Married-civ-spouse,90624,7, <=50K, Private, United-States, Black
 Adm-clerical,verified,0,0, Male, Some-college,37, Husband,40, Married-civ-spouse,365430,10, >50K, Local-gov, Canada, White
 Exec-managerial,standard,0,0, Male, Some-college,47, Husband,80, Married-civ-spouse,255934,10, <=50K, Self-emp-not-inc, United-States, White
 Adm-clerical,standard,0,0, Male, Assoc-acdm,53, Husband,40, Married-civ-spouse,117847,12, <=50K, Federal-gov, United-States, White
 Farming-fishing,verified,0,0, Male, Some-college,47, Husband,40, Married-civ-spouse,337050,10, <=50K, Self-emp-inc, United-States, White
 Transport-moving,standard,0,0, Female, Some-college,46, Not-in-family,40, Divorced,345911,10, <=50K,?, United-States, White
 Adm-clerical,standard,0,0, Male, HS-grad,36, Not-in-family,40, Never-married,101481,9, <=50K, Local-gov, United-States, White
 Prof-specialty,standard,0,0, Male, Some-college,61, Husband,40, Married-civ-spouse,178312,10, <=50K, Federal-gov, United-States, White
 Protective-serv,standard,0,5013, Male, Assoc-acdm,30, Husband,45, Married-civ-spouse,346122,12, <=50K, Local-gov, United-States, White
 Machine-op-inspct,standard,0,0, Female, Assoc-acdm,30, Unmarried,40, Never-married,251825,12, <=50K, Private, United-States, Black
 Prof-specialty,standard,0,0, Female, Some-college,30, Unmarried,40, Divorced,59496,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Some-college,65, Husband,40, Married-civ-spouse,338316,10, <=50K, Self-emp-inc, United-States, White
 Tech-support,standard,0,0, Female, Some-college,19, Own-child,40, Never-married,158343,10, <=50K, Private, ?, White
?,verified,0,0, Male, Prof-school,46, Husband,40, Married-civ-spouse,14878,15, >50K, Local-gov, Philippines, Asian-Pac-Islander
 Machine-op-inspct,standard,0,0, Female, Some-college,24, Not-in-family,24, Never-married,88095,10, <=50K, Private, Mexico, White
 Craft-repair,standard,0,0, Male, Some-college,38, Not-in-family,44, Divorced,278924,10, <=50K, Private, United-States, White
?,standard,0,0, Female, HS-grad,19, Not-in-family,40, Divorced,157605,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Masters,42, Not-in-family,40, Never-married,210525,14, <=50K, Private, United-States, White
 Craft-repair,priority,0,0, Male, HS-grad,41, Not-in-family,40, Divorced,26598,9, <=50K, Self-emp-not-inc, United-States, White
 Exec-managerial,verified,0,0, Female, Bachelors,35, Not-in-family,50, Never-married,162358,13, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Bachelors,30, Other-relative,40, Never-married,114691,13, <=50K, Private, United-States, White
 Sales,priority,0,7688, Male, Some-college,43, Husband,40, Married-civ-spouse,75993,10, >50K, Private, United-States, White
 Adm-clerical,standard,0,3818, Male, Bachelors,77, Husband,14, Married-civ-spouse,177550,13, <=50K, Local-gov, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,48, Husband,40, Married-civ-spouse,144844,9, <=50K, Private, United-States, White
?,standard,0,0, Female, Some-college,23, Own-child,20, Never-married,210474,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,29, Not-in-family,35, Never-married,118230,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, HS-grad,47, Husband,40, Married-civ-spouse,120131,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Some-college,46, Husband,40, Married-civ-spouse,149949,10, <=50K, Private, United-States, White
 Tech-support,standard,0,0, Female, Bachelors,23, Not-in-family,40, Never-married,103064,13, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, 10th,50, Husband,8, Married-civ-spouse,462966,6, <=50K, Private, El-Salvador, White
 Craft-repair,standard,0,0, Male, HS-grad,49, Unmarried,40, Divorced,259323,9, <=50K, Private, United-States, White
 Adm-clerical,verified,0,0, Male, HS-grad,54, Husband,20, Married-civ-spouse,108435,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Doctorate,49, Husband,60, Married-civ-spouse,51620,16, <=50K, Self-emp-not-inc, United-States, White
